RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT
640790,완벽한 균형..탕탕평평...탕평채(청포묵무침)..,탕평채,young4652,물향기,90745,18.0,771.0,무침,일상,기타,밑반찬,청포묵1모에 무지 싸 답니다. 손쉽게 마트 가심 구할수 있찌요~ 탕평채가 궁중 음식이라지만..만들기가 소박하고 재료 또한 착하답니다.. 일상적으로 만들기도 쉽게 색감이 이뻐 손님상에도 좋아요~ 물향기랑 탕평채(청포묵무침) 만들어 보아요~,[재료] 청포묵 1모| 소고기 1줌(불고기나 잡채용 100g정도)| 미나리 1줌| 계란 1개| 조미김 4~5장 [소고기 양념] 진간장 1큰술| 다진파 1/3작은술| 다진마늘 1/3작은술| 참기름 1/2작은술| 설탕 조금| 깨소금 1/3작은술| 후춧가루 조금 [청포묵 밑간] 소금 조금| 깨소금 1/3작은술| 참기름 1/3작은술 [미나리무침] 소금 조금| 깨소금 1/4작은술| 참기름 1/4작은술,4인분,아무나,30분이내,20080416182348.0
640925,라즈베리잼을 올려 구운 사블레린처,사블레린처쿠키,okwn7,센,3061,1.0,36.0,굽기,간식,밀가루,과자,부드럽고 고소한 쿠키위에 새콤달콤 잼을 올려 구운 사블레린처. 쿠키의 부드러움을 살리기 위해 반죽을 잘라 가운데를 꾹꾹 누르고 잼을 듬뿍 올려 굽는다고 하네요. 삶은 노른자가 들어가서 더 부드럽고 고소해요.,[재료] 버터 140g| 삶은 노른자 1개| 슈가파우더 25g| 중력분 150g| 아몬드가루 25g [양념] 라즈베리잼 또는 딸기잼 적당량,6인분이상,중급,2시간이상,20080416220611.0
642298,봄향기 솔솔~ 달래콩나물밥,달래콩나물밥,wine59,마이드림,5857,5.0,13.0,비빔,일상,채소류,밥/죽/떡,저녁식사로 달래콩나물밥을 해먹었어요. 달래와 함께 살짝 무쳐서 함께 담았더니 아삭아삭하니 좋네요. 달래향도 상큼하니 봄향기가 솔솔 나는것 같아요.,[재료] 콩나물 3줌| 달래 1/2줌| 당근 1개 [양념] 고춧가루 2큰술| 진간장 3큰술| 다진 마늘 0.5큰술| 깨소금 1큰술| 들기름 1큰술| 참기름 1큰술| 대파 다진 것 1큰술,3인분,초급,30분이내,20080417221611.0
643575,커피 아이싱을 뿌린 피넛버터 머핀,피넛버터머핀,okwn7,센,2646,1.0,13.0,굽기,간식,밀가루,빵,양과자점의 피넛버터 머핀. 고소하고 부드러운 맛에 자주 해먹는 머핀이랍니다. 고소한 피넛버터향이 솔솔 커피 아이싱과 너무 잘 어울려요. 요건 다방커피와 아주 잘 어울리는 머핀이랍니다,[재료] 박력분 130g| 버터 60g| 피넛버터 70g| 계란 1개| 우유 100ml| 깔루아 1ts| 설탕 60g| 베이킹 파우더 1ts [아이싱] 인스턴트커피 2ts| 슈가파우더 4ts| 찬물 1ts,6인분이상,초급,60분이내,20080419004858.0
644069,추억의 맛! 메추리알꼬치 ,메추리알꼬치,ymgs1888,뽕브라,14633,18.0,195.0,튀김,간식,달걀/유제품,디저트,학교 앞에서 자주 사먹던 추억의 맛! 메추리알꼬치를 아시나용? 새콤달콤한 소스가 너무 맛있어서. 학교 끝나고 몇개씩 사먹던 기억이 새록새록난답니당. 정말 몇백원하는 꼬치 하나에 입가에 미소가 저절로 번졌다죵 그래서 지금은 집에서 그 추억을 물씬 느끼고 있답니당. 저와 같이 추억을 되살려보실 분~,[재료] 메추리알 24개| 튀김가루 2큰술| 통깨 약간 [튀김반죽 재료] 튀김가루 1/2컵| 찬 맥주 1/2컵 [새콤달콤소스] 고추장 1큰술| 케첩 3큰술| 간장 0.5큰술| 물엿 1큰술| 설탕 1큰술| 과일즙 2큰술| 통깨 1큰술,3인분,초급,30분이내,20080419155355.0
644321,근대된장국  비릅나물  표고버섯볶음  고추장애호박찌개  포프리계란 후라이,근대된장국,wine59,마이드림,23035,10.0,118.0,기타,일상,기타,기타,비가 추적추적 내리는 어제와 오늘. 어저께 끓인 근대된장국이에요. ,,6인분이상,아무나,90분이내,20080419232811.0
644575,봉골레 스파게티,봉골레스파게티,wine59,마이드림,9448,1.0,44.0,볶음,일상,밀가루,면/만두,조개와 와인향이 그득한 봉골레스파게티,[재료] 스파게티면(1인분에 80g 정도) 240g| 바지락 3컵| 건고추 작은것 5개| 통마늘 4쪽| 화이트와인 2/3컵| 파마산치즈가루(취향에 따라) 적당량 [양념] 스파게티면 삶을 물 4리터| 소금 3큰술| 올리브유 3큰술| 후춧가루 약간,3인분,초급,60분이내,20080420094604.0
645815,스트로베리 레어 치즈케이크,스트로베리치즈케이크,okwn7,센,5644,3.0,73.0,굽기,간식,과일류,빵,새콤달콤 신선한 생딸기 가득. 입안에서 샤르르 부드럽고 깊은맛의 레어치즈케이크와 상큼한 딸기가 참 잘 어울려요. 마치 시원한 딸기 아이스크림을 먹는 기분도 들구요.,[재료(18센티 원형틀 또는 21센티 파이틀 한개분)] 크림치즈 250그램| 설탕 70그램| 플레인요거트 100그램| 딸기 1팩| 나파쥬 광택제 약간| 생크림 100그램| 판젤라틴 8그램| 레몬즙 2큰술| 바닐라설탕 1/2큰술| 버터 3큰술| 9인치 파이시트 1개| 다이제스티브쿠키 150그램으로 대체가능 1개,6인분이상,중급,2시간이상,20080421165745.0
646239,달콤 쌉싸름한 초코 브라우니,초코브라우니,alsruddk66,밀키,5881,3.0,52.0,굽기,간식,밀가루,빵,진한 초콜렛 케이크 중에서 비교적 만들기 쉽고 금방 만들어 먹을 수 있는 브라우니를 구워 봤어요. 초코향과 커피향이 솔솔 나고 호두와 체리가 들어가서 씹는맛도 나고 부들부들 촉촉한 브라우니 입니다.,[재료] 초콜렛 250g| 버터 100g| 설탕 50g| 우유 70g| 계란 2개| 커피술 2큰술| 박력분 90g| 베이킹파우더 2g| 호두 1줌| 병조림 체리 10알| 샹티크림 조금,4인분,중급,60분이내,20080422023413.0
647188, 카프레제 크로와상샌드위치,카프레제크로와상샌드위치,wine59,마이드림,11752,5.0,110.0,기타,간식,밀가루,빵,상큼함에 반한다~ 카프레제 크로와상샌드위치,[재료] 크로와상(큰 것) 3개| 생모짜렐라치즈 1덩이| 토마토 적당량| 바질 약간 [양념] 다진 양파 3큰술| 올리브유 3큰술| 레몬즙 1큰술| 소금 약간| 꿀 0.5큰술| 발사믹 식초 2큰술| 바질 다진 것 1큰술,3인분,초급,60분이내,20080422200422.0
647191,오믈렛버거,오믈렛버거,wine59,마이드림,3952,2.0,18.0,기타,일상,밀가루,빵,햄버거는 속에 들어있는 고기때문에 퍽퍽하기 쉬운데요. 요건 오믈렛이라 부드럽고 고소하니 술술 잘 넘어가네요. 속에 든 살사소스와 핫소스에 볶은 양파도 오믈렛과 맛이 잘 어울렸어요.,[재료] 햄버거빵 3개| 크림치즈 2큰술| 계란 3개| 체다치즈 2장| 브로컬리 1/2컵| 피클 1개| 우유 1/3컵| 양파 1/2개 [양념] 소금 0.3작은술| 망고살사소스 4큰술| 핫소스(핫토픽제품) 2큰술 | 후춧가루 약간,3인분,초급,60분이내,20080422201331.0
647290,간단하고 맛있는 오징어 부추 부침개,오징어부추부침개,okwn7,센,18068,9.0,24.0,부침,일상,채소류,디저트,비 오는 날에는 뭐니뭐니 해도 부침개가 제일!!! 부추 부침개 입니다.,[재료] 부침가루 120g| 튀김가루 60g| 중력분 60g| 계란 1개| 찬물 300ml| 부추 1줌| 호박 1/2개| 청양 고추 3~4개| 오징어 1마리 [양념] 소금 약간,2인분,초급,30분이내,20080422220306.0
647444,다양하게 즐기는 시원한 아이스 커피,커피,alsruddk66,밀키,10877,7.0,54.0,기타,간식,가공식품류,차/음료/술,진한 에스프레소 커피를 만들어 얼음넣고 오리지날 그대로 마셔 주기도 하지만 제가 오늘 올리는건 위에 사진처럼 커피를 얼려서 슬러시처럼 시원하게 마시는 아이스 밀크 커피랍니다.,[재료] 인스턴트커피| 물| 설탕| 얼음| 딸기,2인분,아무나,60분이내,20080423023429.0
647957,깔끔 시원한 우리 고유에 맛..애탕(쑥국),쑥국,young4652,물향기,6091,5.0,15.0,끓이기,일상,채소류,국/탕,인근에 들판에서 물향기는 여리고 향기 좋은 예쁜 쑥을 잔뜩 뜯어 왔답니다.. 봄향기를 듬뿍 담아 이웃님들 쑥국 한그릇씩 대접할께욤~^^ 3~4월경에 새로 돋아 나오는 쑥을 뜯어다 국을 끓이면 봄철에 잃어버리기 쉬운 입맛을 돋우어 주는 쑥국..애탕(艾湯)이라고도 불러요~ 쑥에는 비타민A·C  철분 등이 많고 쌉쌀한 맛이 있어 봄철 한때의 미각식품이랍니다. 쑥국에는 쑥을 다져서 완자를 빚어 끓이는 방법과 일반적으로 우리가 먹는 쑥을 생긴 모양 그대로 넣고 콩가루에 버무려 끓이는 방법 등 2가지가 있어요. 오늘은 애탕 끓이는 방법으로~,,2인분,아무나,60분이내,20080423131114.0
649327,즐거운 오감만족 스프링롤,스프링롤,okwn7,센,72612,45.0,379.0,데치기,도시락,채소류,메인반찬,아삭아삭 야채와 쫄깃 쫄깃 쌀국수가 듬뿍 든 오감만족 스프링롤 함께 만들어 봐요.,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,4인분,초급,30분이내,20080424152054.0
649643,소탈한 밥반찬..호박오가리 볶음,호박볶음,young4652,물향기,24169,7.0,129.0,볶음,일상,채소류,밑반찬,오랜만에 말린 호박 불려 볶아네요~^^ 요즘은 마트 건어물 코너 가심 손쉽게 구할수 있지요~ 쫄깃한 밥반찬으로 손색없답니다.. 오늘은 물향기랑 호박오가리 볶음 만들어 보아요~,[재료] 말린호박 2줌| 당근 조금 [양념] 다진파 2큰술| 다진마늘 1큰술| 진간장 1큰술| 다시마우린물 2큰술| 설탕 1/2작은술| 요리당 1작은술| 맛술 1큰술| 고추가루 1큰술| 참기름 1큰술| 깨소금 1큰술| 맛소금 조금| 포도씨유기름 1큰술,4인분,아무나,90분이내,20080424205709.0
651317,시원한 바다내음이 전해지는 해물닭찜,해물닭찜,ymgs1888,뽕브라,9129,13.0,42.0,찜,손님접대,닭고기,메인반찬,그야말로 해물과 닭이 만나서 상상초월의 맛이었답니당. 시원한 바다내음이 전해지는 닭찜. 꼭 한번 만들어 보세요. 강추.,[재료] 닭 1마리| 오징어 1마리| 새우 10마리| 감자 2개| 당근 2/3개| 양파 1/2개| 청양고추 2개 [다시마육수 재료] 다시마(10cm) 1장| 물 4컵 [녹말물] 녹말가루 2큰술| 물 2큰술 [양념] 소금 약간| 후춧가루 약간| 다진마늘 0.5큰술| 참기름 1큰술 [양념장] 간장 2/3컵| 설탕 2큰술| 물엿 3큰술| 굴소스 0.5큰술| 생강즙 0.5큰술| 맛술 1큰술,4인분,중급,90분이내,20080426105037.0
651875,하나씩 들고 뜯어먹자 바베큐립,바베큐립,hwa202,가시장미,9575,2.0,63.0,굽기,손님접대,육류,양식,집에서도 레스토랑 베베큐립을 간단히 만들수있어요~ 부드러운 육질에 새콤달콤한 소스가 더해져 더욱 맛있는 바베큐립이랍니다.,[재료] 등갈비 600g| 통후추 1ts| 정향 조금| 청주 조금| 월계수잎 2장 [바비큐립소스] 바비큐소스 5TS| 케찹 2TS| 진간장 2TS| 황설탕 1TS| 핫소스 3TS| 육수 2TS| 마늘가루 1/2ts,3인분,초급,90분이내,20080427001453.0
651929,마늘쫑 닭안심 봉조림,마늘쫑닭안심조림,yaggo,맛짱,4800,2.0,11.0,조림,술안주,닭고기,메인반찬,조금씩 남긴 재료를 이용하여 밑반찬과 간식이 되는 요리를 만들어 보아요 ,[재료] 마늘쫑 1/3단| 닭안심 6조각| 다진 파프리카 색깔별로 2숟가락씩 | 생강가루(or 생각즙) 1차스푼| 튀김가루 적당량| 포도씨유 적당량| 다진 마늘 1차스푼| 허브솔트(후추와 소금으로 대체가능) 1/2숟가락 [양념] 두반장 1/2숟가락| 칠리소스 2숟가락| 맛술 2숟가락| 케찹 2숟가락| 물엿 1/2숟가락,,초급,,20080427003436.0
651959,딸기쨈 만들어 고소한 스콘과 함께 드셔 보세요~^^*,스콘,alsruddk66,밀키,4113,0.0,28.0,굽기,간식,밀가루,빵,요즘 딸기가 많이 쌉니다~ 한팩에 이천원 하는 딸기를 보고 냉큼 집어 왔더니 맛이 맹맹 하더군요그래서 딸기쨈을 만들었어요~저는 소량을 만들어서 금방 먹을거라 일반 쨈보다 묽게 만들었어요 쨈을 만들자 마자 얼른 스콘을 구워서 맛을 봤어요 고소하고 부드러운 견과류 캐슈넛을 넣고 구웠답니다,,6인분이상,초급,90분이내,20080427010556.0
651967,부드럽고 달콤한 빵푸딩 ,빵푸딩,alsruddk66,밀키,9389,3.0,82.0,굽기,간식,밀가루,디저트,냉장고에서 오래된 식빵으로 간단하게 빵푸딩을 간식으로 만들어 먹어 봅시다.,[재료] 식빵| 달걀| 우유| 생크림| 바나나| 크렌베리| 건포도 [양념] 설탕| 바닐라오일| 슈가파우더(or 계피가루),4인분,초급,30분이내,20080427013156.0
652096,◈ 간식으로 좋은 아몬드 얹은 카스테라,아몬드카스테라,maengi0804,메기맹이,2104,2.0,9.0,굽기,간식,밀가루,빵,오늘은 간식으로 좋은 카스테라를 올려봅니다. 아이스 아메리카노도 곁들였으나 아직은 시기상조일듯하고요. 한여름에 시원~하니 먹으면 끝내주죠~,,4인분,초급,60분이내,20080427090209.0
652687,씹을수록 쫀득한 초코버터케이크,초코버터케이크,ymgs1888,뽕브라,4327,2.0,104.0,굽기,간식,밀가루,빵,시커먼 쪼꼬버터케이크에요. 이 케이크는 씹으면 씹을수록 쫀득하구용. 그렇게 달지도 않고 제가 자주 만들어 먹는 케이크랍니당. 우울하거나 기분이 꿀꿀할때 꼬옥 만들어 보세여~,[재료] 버터 90g| 설탕 70g| 달걀 2개| 박력분 80g| 코코아가루 2T| 베이킹파우더 1/2t| 물 2T| 버미셀리 약간| 장식용 택 1개| 슈가파우더(선택사항) 70g,6인분이상,중급,60분이내,20080428023319.0
652830,칼칼한 돼지목살 김치찌개,돼지목살김치찌개,ymgs1888,뽕브라,56458,11.0,219.0,끓이기,일상,돼지고기,찌개,밥 한그릇 쓱싹 비우게 만드는 칼칼한 돼지목살 김치찌개입니다~,[재료] 돼지고기 1줌| 김치 1/4포기| 양파 1/3개| 두부 1/4개| 풋고추 1개| 김치국물 1/2컵| 물 4컵| 포도씨유 2큰술 [양념] 다진 마늘 0.5큰술| 고춧가루 1큰술| 소금 약간| 후춧가루 약간,3인분,초급,30분이내,20080428105624.0
652878,쌀로 만들어 졸깃쫄깃 내추럴 베치번즈.,베치번즈,okwn7,센,4479,6.0,31.0,굽기,간식,쌀,빵,제빵용 백미가루가 있길래 백미가루로 베치번즈를 만들었더니 쫄깃쫄깃 구수한게 어찌나 맛있는지 굽자마자 그자리에서 마구 뜯어 먹었답니다.,[재료] 제빵용 백미가루 300g| 인스턴트 드라이 이스트 4g| 소금 1/2ts| 설탕 1Ts| 계란 1개| 우유 200~250ml| 버터 30그램| 표면에 바를 계란물 약간,6인분이상,중급,2시간이상,20080428114136.0
654185,꽈리고추 달걀장조림,꽈리고추달걀장조림,ymgs1888,뽕브라,36191,24.0,318.0,조림,일상,달걀/유제품,밑반찬,오랜만에 달걀장조림을 만들어 먹었어요. 고기는 넣지 않고 꽈리고추만 넣어는뎅. 향이 너무 좋구 짭쪼롬하니 맛나더라구용. 정말 이런 장조림류가 밥도둑인거 같아요. 한번 만들어 놓으면 하루 반찬으로 딱이고 다른반찬이 필요 없을정도로. 만드는법도 어렵지 않으니 한번 만들어보세요.,[재료] 달걀 10개| 꽈리고추 20개| 통마늘 5개 [멸치다시마 육수 재료] 국물용 멸치 7마리| 다시마(10cm) 1장| 물 3컵 [조림장 양념] 진간장 1/2컵| 설탕 2큰술| 맛술 1큰술,6인분이상,초급,60분이내,20080429122724.0
654190,출출하고 입맛 없을땐~ 새콤달콤 쫄깃한 쫄면,쫄면,ymgs1888,뽕브라,42355,18.0,1080.0,비빔,야식,가공식품류,면/만두,뭐니뭐니해도 쫄면의 생명은 양념장인거 같아요. 아무리 재료가 맛있고 출중해도 양념장이 맛 없으면 무슨 맛으로 먹을까요? 제가 쫄면의 생명인 양념장 만들기 비법! 알려드릴테니 저와 함께 쫄깃하고 새콤달콤한 쫄면 만들어 보아요~,[재료] 쫄면 2인분| 콩나물 2줌| 오이 1/4개| 당근 1/5개| 적양배추 5장| 삶은 달걀 1개 [양념] 고추장 4큰술| 고춧가루 1큰술| 간장 1.5큰술| 물엿 1큰술| 설탕 1큰술| 식초 1.5큰술| 참기름 1큰술| 다진 마늘 0.5큰술| 과일즙 1큰술,2인분,초급,30분이내,20080429123710.0
654311,프렌치 어니언 스프,어니언스프,okwn7,센,103857,8.0,854.0,끓이기,일상,채소류,스프,달콤한 양파의 깊고 구수한 풍미가 가득한 프렌치 어니언 스프. 조금 쌀쌀한 오늘 같은날 한끼 식사로도 손색이 없을것 같아요.,[재료] 양파(中) 2개| 버터 2~3큰술| 물 2~3컵| 모짜렐라치즈 100그램 [양념] 치킨스톡 1~2개| 통후추(백후추) 약간| 소금 약간,2인분,초급,60분이내,20080429135201.0
654683,매콤한 닭날개구이~,닭날개구이,young4652,물향기,13117,6.0,124.0,굽기,손님접대,닭고기,메인반찬,요즘 전라도쪽 닭고기 파동으로 닭고기 먹기가 왠지 겁나긴 한데.. 파동전에 구입해서 냉동고에 넣어둔 닭날개가 있어 안심하리라 생각하며 만든 닭날개 구이~ 핫소스와 고추장이 들어가 매콤한 닭날개 구이랍니다.. 으흠...피자헛에 파는 버팔로윙까진 아니어도 맛은 굿입니다..^^,,2인분,초급,60분이내,20080429172847.0
